event_id,process,m_gammagamma,channel,n_leptons,n_jets,n_central_jets,n_bjets,h_pT,h_eta,m_jets,event_weight,sm_weight
5807,ttH,130.41981842440296,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
5809,WH,126.03077389237846,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
5810,ggH,123.36224204264697,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
5811,ZH,123.37981927288966,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
5812,tH,126.86070108040923,leptonic_bookkeeping,1,4,4,4,0.0,0.0,0.0,1.0,1.0
5813,data_GamGam,158.5592490725702,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,0.0
5814,ggZH,126.61625175971376,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
5816,tH,123.70892689258208,leptonic_bookkeeping,1,4,4,4,0.0,0.0,0.0,1.0,1.0
5817,ZH,122.63672876172947,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
5818,data_GamGam,128.0760023548075,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
5820,ggZH,125.14157489911106,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,1.0
5825,ZH,124.50265959592203,leptonic_bookkeeping,1,2,2,0,0.0,0.0,0.0,1.0,1.0
5826,VBF,152.99734196124277,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,0.0
5827,VBF,136.10954360970618,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,0.0
5828,ggZH,124.5187256412626,leptonic_bookkeeping,1,2,2,0,0.0,0.0,0.0,1.0,1.0
5829,ggZH,127.27141183609952,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
5835,ZH,122.15787351704184,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5837,ZH,126.5694141863476,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
5839,ZH,123.54239453632411,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
5841,ZH,123.71053844860072,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
5842,WH,123.39284390510011,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
5844,tH,124.27517294135504,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
5845,ZH,125.02882376886336,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
5846,WH,124.66522263333529,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
5847,VBF,113.63134873821002,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,0.0
5848,ZH,124.38408957884272,leptonic_bookkeeping,1,4,4,1,0.0,0.0,0.0,1.0,1.0
5849,WH,126.71008484305194,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5850,ggZH,124.17610204451272,leptonic_bookkeeping,1,4,4,3,0.0,0.0,0.0,1.0,1.0
5851,VBF,125.67335787584864,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
5854,ggZH,123.06612812810887,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
5855,VBF,122.70711167752665,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
5856,WH,125.9066551039429,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
5857,ZH,126.69499942414376,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
5858,WH,128.1623392226699,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5859,VBF,151.84032741218502,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,0.0
5861,tH,125.12916910806472,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
5862,ggZH,127.71740199960907,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
5863,ggH,123.84750092337258,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
5865,ggZH,123.52536116274591,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
5869,ggZH,123.6703579338371,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
5871,tH,128.35698964040049,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
5872,tH,128.35012468755386,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
5874,ggH,126.03142319218557,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
5879,data_GamGam,153.89217922199865,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,0.0
5885,ggZH,126.45810173113445,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
5892,ggH,123.2575508480172,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
5895,ttH,124.09436678740119,leptonic_bookkeeping,1,4,4,3,0.0,0.0,0.0,1.0,1.0
5896,data_GamGam,100.97928948163407,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
5897,ggZH,126.40965237475099,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5898,VBF,136.0824557717146,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
5902,tH,124.50581982300471,hadronic,0,5,5,2,0.0,0.0,0.0,1.0,1.0
5906,ZH,124.17663371066818,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
5908,ggH,127.31084701478368,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
5914,tH,125.02700932294165,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
5915,tH,124.47266500557687,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
5919,ggZH,124.62500599089243,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
5920,tH,123.63382090603953,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5922,ttH,125.07136454597824,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5925,WH,123.41689188494631,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
5929,ggH,124.02196455132699,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
5933,tH,122.59674652920548,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,1.0
5935,WH,123.41973999697247,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
5936,ggZH,123.9162893230754,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
5937,data_GamGam,111.07799458448879,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
5939,ZH,127.42351167961039,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
5942,tH,124.02574838740323,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
5943,ttH,121.02887776532296,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
5945,WH,125.70704851785717,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
5949,WH,124.83183657778338,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
5952,tH,124.36994343743932,leptonic_bookkeeping,1,2,2,0,0.0,0.0,0.0,1.0,1.0
5953,ggH,129.43989671817886,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
5956,ggZH,126.46357494260471,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,1.0
5957,ggH,124.87068063000802,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
5959,ggZH,126.6348538910037,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
5960,VBF,137.9310703394683,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,0.0
5962,data_GamGam,127.27895264122293,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,0.0
5963,ZH,122.44234671169629,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
5964,VBF,103.20234306597143,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,0.0
5967,ggH,122.62353976943321,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
5971,data_GamGam,120.77386518412227,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,0.0
5972,ggH,127.57419539402645,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
5973,tH,125.62298175592669,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
5974,data_GamGam,128.86223538501216,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
5977,ttH,125.10423596052682,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
5978,ttH,124.84866469149269,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
5981,tH,124.64120528397325,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5984,ggZH,123.46075649485974,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
5985,WH,122.24690226896669,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
5986,data_GamGam,156.71348290190215,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,0.0
5991,tH,123.22809404508222,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
5992,ggZH,125.41918793512977,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
5994,ggZH,125.48417138528245,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
5997,ggZH,124.00822105730698,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
5998,ggZH,120.58702718083345,leptonic_bookkeeping,1,3,3,3,0.0,0.0,0.0,1.0,1.0
6000,ZH,129.04393085081537,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6001,VBF,110.88146283429336,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,0.0
6003,ttH,122.56198819015755,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6004,ggZH,125.53670568844616,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6006,ggZH,128.94609618549137,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6008,ggZH,121.98540595709385,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6009,ZH,123.88399285809999,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
6010,ggZH,124.85474718779977,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6011,tH,124.29869152883428,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6013,ttH,125.76494326990068,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
6014,WH,123.19279690119147,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
6016,data_GamGam,107.84179645033893,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,0.0
6018,ttH,125.24967343224287,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
6019,tH,121.89590937908834,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6020,VBF,113.60094041346059,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
6023,ttH,124.4178226124187,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6024,data_GamGam,135.04057667273383,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
6025,ttH,122.46059928421634,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6027,tH,124.27721838699175,hadronic,0,4,4,4,0.0,0.0,0.0,1.0,1.0
6030,WH,125.37174434620286,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6031,WH,126.7155426356716,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6032,ZH,128.32341327701678,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6033,ggZH,127.71216030202116,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
6034,data_GamGam,117.07202136557423,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
6035,ZH,120.39471498840868,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
6036,data_GamGam,119.83268202665732,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
6037,ggZH,124.43207211281977,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
6038,ggZH,122.47936453291348,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
6042,tH,126.31908286375061,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
6043,data_GamGam,111.89085589704447,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,0.0
6044,WH,124.45040792143736,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
6045,tH,127.75144618648132,hadronic,0,3,3,0,0.0,0.0,0.0,1.0,1.0
6046,WH,124.81881127847156,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
6047,ggH,125.91076797998903,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6048,ZH,125.17140553094684,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
6051,data_GamGam,117.53009480067107,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
6052,VBF,137.31986989396816,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
6053,VBF,152.63139540052808,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,0.0
6054,VBF,125.77270763767288,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
6057,data_GamGam,100.08980890901047,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,0.0
6058,VBF,116.4358930981922,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
6062,ttH,126.00154166121959,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
6065,ZH,128.3235856953318,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
6067,ttH,125.62244803205338,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
6069,ggZH,121.37956879272926,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6073,ttH,124.97499936501723,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
6078,ggZH,127.57124181315139,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
6082,tH,126.61490629743044,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
6084,tH,122.58041206123738,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
6087,ZH,124.50550180296456,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
6090,ggH,127.77011577038999,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
6091,ZH,124.6313860706384,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
6092,VBF,135.41241384502223,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
6095,WH,124.99083882683547,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6097,ZH,127.19444328767575,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6099,ggZH,123.75540739332924,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
6101,ttH,122.76578657327653,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6103,ggH,128.02796988200092,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
6104,data_GamGam,127.49700579788076,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
6106,tH,125.4413989775787,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
6110,ggZH,128.68817620664166,leptonic_bookkeeping,1,4,4,3,0.0,0.0,0.0,1.0,1.0
6111,WH,124.60058258543565,leptonic_bookkeeping,1,4,4,1,0.0,0.0,0.0,1.0,1.0
6112,VBF,132.65842049236693,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
6114,ZH,126.76866660290247,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
6115,ttH,121.15512710067873,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6118,ttH,123.90037207949062,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
6119,WH,124.59028484552844,hadronic,0,5,5,3,0.0,0.0,0.0,1.0,1.0
6121,WH,127.11816579892395,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
6122,ggZH,123.64912362347162,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6123,ggH,124.88844336627507,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6126,ttH,126.28552586179107,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
6129,ggZH,125.45602287131067,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6130,ggZH,126.71445278513764,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
6131,VBF,121.88984886338315,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
6134,WH,125.99750358999371,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
6135,tH,125.44664724389405,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
6140,ggZH,121.98655553392564,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6144,ttH,125.226869913863,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
6145,tH,127.64544275660478,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
6147,VBF,110.22728905972585,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,0.0
6149,ttH,127.08926471103541,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6151,ZH,127.2888134598557,hadronic,0,4,4,2,0.0,0.0,0.0,1.0,1.0
6152,data_GamGam,141.11935822604067,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,0.0
6153,ggH,123.86500483121449,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6154,VBF,139.1750089927518,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
6155,ttH,122.48882616280146,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
6157,ttH,120.15846718736643,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
6160,ZH,124.87390046730538,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6168,ggH,122.79433395391803,leptonic_bookkeeping,1,4,4,3,0.0,0.0,0.0,1.0,1.0
6169,ttH,127.12013992034339,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6172,ttH,123.62469965871888,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6173,ZH,121.55947564117616,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
6174,data_GamGam,159.3515538626864,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,0.0
6175,WH,127.69444045964912,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
6179,ggH,125.48050285667287,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,1.0
6180,ggZH,123.86405562938724,hadronic,0,2,2,0,0.0,0.0,0.0,1.0,1.0
6182,ggH,127.14985732222205,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6183,ZH,124.07886548655095,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
6185,tH,125.48721470871729,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
6188,VBF,119.18829497861624,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,0.0
6189,tH,123.19113295239006,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6191,ZH,123.834905048625,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6192,WH,124.92226888054829,leptonic_bookkeeping,1,0,0,0,0.0,0.0,0.0,1.0,1.0
6193,ggH,127.4632172254042,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6196,tH,127.48572541100926,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
6197,ggZH,127.26814751194358,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
6199,ZH,127.16358566355932,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
6201,VBF,100.32990458613713,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
6202,ttH,125.88630796400228,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
6206,tH,130.0149068678516,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
6210,data_GamGam,156.92363329111248,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
6211,data_GamGam,136.40885569386836,hadronic,0,4,4,1,0.0,0.0,0.0,1.0,0.0
6213,tH,126.83282872632459,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6215,ggH,124.46297773695045,leptonic_bookkeeping,1,1,1,0,0.0,0.0,0.0,1.0,1.0
6216,ggH,123.4242454448414,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6220,ttH,125.0115625015719,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
6221,VBF,148.68537516003067,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,0.0
6223,ggH,124.43351353834085,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
6226,data_GamGam,114.71399792579003,hadronic,0,4,4,1,0.0,0.0,0.0,1.0,0.0
6227,VBF,118.16083605023468,leptonic_bookkeeping,1,2,2,1,0.0,0.0,0.0,1.0,0.0
6229,ttH,128.61275500162634,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6230,WH,127.06945613339622,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
6233,ZH,127.3379966444165,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6234,ggH,125.1467290405051,leptonic_bookkeeping,1,3,3,1,0.0,0.0,0.0,1.0,1.0
6235,VBF,129.59406595553043,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
6236,ZH,120.82275260871248,hadronic,0,5,5,2,0.0,0.0,0.0,1.0,1.0
6238,ttH,127.02456002693187,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6239,ttH,124.11065022966407,hadronic,0,3,3,3,0.0,0.0,0.0,1.0,1.0
6245,ggZH,127.65774462155345,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
6246,ggH,128.03194418772648,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6247,data_GamGam,130.29029230225234,hadronic,0,5,5,2,0.0,0.0,0.0,1.0,0.0
6248,ggH,125.86052954544411,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6249,VBF,106.61656697610263,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,0.0
6250,ggH,118.54982912605541,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
6251,VBF,144.98416349502136,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
6252,ggH,125.21134688811728,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
6253,ggZH,121.92164825869324,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6255,ttH,125.563699207045,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6256,VBF,158.05284694002827,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
6260,WH,123.74129130936275,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,1.0
6264,VBF,139.95547794561034,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
6265,data_GamGam,149.88868382337276,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
6268,data_GamGam,107.35956346383222,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,0.0
6269,VBF,153.30869160885544,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,0.0
6271,ggH,123.90225229975957,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6272,data_GamGam,137.23256477022449,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,0.0
6274,ZH,123.30416715801414,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,1.0
6275,data_GamGam,122.8012524606038,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
6276,data_GamGam,133.41063683087037,hadronic,0,3,3,2,0.0,0.0,0.0,1.0,0.0
6277,ZH,126.93674711297106,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
6278,VBF,132.61217315578745,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,0.0
6280,VBF,146.70385095248844,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,0.0
6282,ZH,127.3591890772732,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6289,ggH,124.75264661600674,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6290,VBF,146.75682508842624,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
6292,ZH,126.60486722325717,hadronic,0,3,3,1,0.0,0.0,0.0,1.0,1.0
6294,VBF,119.88919116769131,leptonic_bookkeeping,1,4,4,3,0.0,0.0,0.0,1.0,0.0
6297,ttH,126.8413701482,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
6299,tH,123.34710012938592,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
6300,ggZH,122.23670844354248,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6301,ttH,128.80499591271027,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,1.0
6303,data_GamGam,122.18870908131011,hadronic,0,2,2,2,0.0,0.0,0.0,1.0,0.0
6305,ttH,122.01051984687726,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
6306,WH,122.14359136370543,leptonic_bookkeeping,1,3,3,2,0.0,0.0,0.0,1.0,1.0
6308,VBF,101.7573412375572,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,0.0
6311,WH,125.3788189200794,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6312,ggZH,123.28684217398151,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6314,ggH,126.56831927017825,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
6318,ZH,124.51526744011882,hadronic,0,1,1,0,0.0,0.0,0.0,1.0,1.0
6319,ttH,124.63151029848093,leptonic_bookkeeping,1,2,2,2,0.0,0.0,0.0,1.0,1.0
6320,ggH,126.10198977570417,hadronic,0,1,1,1,0.0,0.0,0.0,1.0,1.0
6321,tH,124.55842920527257,hadronic,0,0,0,0,0.0,0.0,0.0,1.0,1.0
6322,data_GamGam,126.53077941353119,hadronic,0,4,4,3,0.0,0.0,0.0,1.0,0.0
6325,tH,122.44661669588085,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6326,ggH,123.1418004722582,leptonic_bookkeeping,1,1,1,1,0.0,0.0,0.0,1.0,1.0
6329,ZH,123.25102580347622,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6330,ttH,123.24942286834718,leptonic_bookkeeping,1,3,3,0,0.0,0.0,0.0,1.0,1.0
6331,WH,119.5576968691507,hadronic,0,2,2,1,0.0,0.0,0.0,1.0,1.0
6333,ggH,122.17419746702015,leptonic_bookkeeping,1,4,4,2,0.0,0.0,0.0,1.0,1.0
